Client_Number,Report_Number,RX_Type,Data_Date,Category,Product_Group,Bucket01,Bucket24,Bucket25,Prescriber_Name,Prescriber_Address,Prescriber_ZIP,SRA1_IMS_Doctor#,SRA2_Specialty,Client_Data
C807,R3442,B,20250311,1,171,11,32,43,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP,High-Volume Loyalist
C778,R9524,N,20250206,2,171,9,0,9,Caitlin Armstrong,"82936 Rebecca Drives, Chicago, IL, 60601",60601,ID00058,END,New Adopter
C271,R5523,T,20250209,1,173,0,24,24,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C940,R1920,N,20250403,2,171,13,0,13,Stephanie Jackson,"336 Catherine Terrace Apt. 956, Philadelphia, PA, 19103",19103,ID00053,CAR,New Adopter
C575,R7533,T,20250105,1,173,0,16,16,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C974,R1378,T,20250220,1,173,0,25,25,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C282,R5349,B,20250210,1,171,11,38,49,Lori Williams MD,"31525 Colin Knoll, Philadelphia, PA, 19103",19103,ID00005,END,High-Volume Loyalist
C829,R8267,B,20250222,3,171,11,45,56,Jason Webster,"36796 Ballard Fork Suite 800, Houston, TX, 77001",77001,ID00014,END,High-Volume Loyalist
C491,R6172,T,20250427,2,171,0,0,0,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C283,R6442,B,20250411,1,171,16,30,46,Lori Williams MD,"31525 Colin Knoll, Philadelphia, PA, 19103",19103,ID00005,END,High-Volume Loyalist
C685,R3148,T,20250203,2,173,0,29,29,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C140,R6061,B,20250320,1,171,20,50,70,John Villa,"71110 Garza Ridge Apt. 137, Los Angeles, CA, 90001",90001,ID00012,NEP,High-Volume Loyalist
C738,R9369,T,20250316,1,173,0,16,16,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C708,R1550,B,20250129,1,171,5,11,16,Tina Smith,"0220 Li Corner, Chicago, IL, 60601",60601,ID00029,NEP,Low-Volume Prescriber
C394,R2523,T,20250329,2,173,0,22,22,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C810,R2823,N,20241231,2,171,0,0,0,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR,Unaware
C299,R1550,B,20250124,3,171,0,0,0,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C937,R4825,T,20250224,1,173,0,16,16,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END,Unaware
C673,R6885,T,20241230,3,173,0,16,16,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C430,R7714,N,20250318,2,171,0,0,0,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP,Unaware
C233,R3209,T,20250223,3,172,0,28,28,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C633,R3001,T,20250404,3,173,0,10,10,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP,Unaware
C748,R8035,N,20250115,3,171,14,0,14,Eduardo Adams,"1440 Rodriguez Turnpike Suite 678, Houston, TX, 77001",77001,ID00057,END,New Adopter
C345,R3847,B,20250201,3,171,11,35,46,Clinton Diaz,"85425 Laura Summit Suite 944, Philadelphia, PA, 19103",19103,ID00009,END,High-Volume Loyalist
C550,R7521,N,20250123,2,171,0,0,0,Michael Brown,"87331 Julian Center Suite 186, Atlanta, GA, 30301",30301,ID00109,NEP,Managed Care Restricted
C911,R8905,T,20250401,2,173,0,23,23,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C984,R8801,B,20250324,2,171,0,0,0,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C936,R2975,B,20241231,1,171,10,15,25,Edward Moore,"26617 Castillo Mission, Los Angeles, CA, 90001",90001,ID00040,END,Low-Volume Prescriber
C206,R6447,B,20250212,1,171,20,50,70,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C729,R3776,T,20250409,3,173,0,29,29,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C617,R9004,B,20250125,3,171,20,38,58,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP,High-Volume Loyalist
C523,R8904,T,20250327,2,172,0,30,30,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C206,R9313,B,20250204,3,171,14,41,55,Jillian Hall,"63505 Sheryl Mountains, Seattle, WA, 98101",98101,ID00015,CAR,High-Volume Loyalist
C521,R8220,N,20250301,2,171,9,0,9,Taylor Hebert,"419 Mccarthy Falls, Houston, TX, 77001",77001,ID00061,NEP,New Adopter
C632,R1117,T,20250313,3,172,0,15,15,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C844,R1134,T,20250331,2,172,0,18,18,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C702,R4193,T,20250402,3,171,0,0,0,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C412,R4441,T,20250308,3,171,0,0,0,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C546,R7560,B,20250110,2,171,11,37,48,John Campbell,"53474 Jeffrey Estates, Seattle, WA, 98101",98101,ID00016,END,High-Volume Loyalist
C228,R8992,T,20250308,1,172,0,16,16,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C108,R9362,T,20250110,3,172,0,15,15,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C211,R3357,T,20250322,2,172,0,27,27,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C931,R7609,N,20250213,1,171,10,0,10,Caitlin Armstrong,"82936 Rebecca Drives, Chicago, IL, 60601",60601,ID00058,END,New Adopter
C359,R6024,T,20250121,2,173,0,22,22,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C870,R7765,T,20250416,2,173,0,22,22,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR,Competitor Loyalist
C240,R7813,T,20250116,1,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C769,R3435,T,20250310,2,172,0,12,12,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C957,R9022,B,20250202,1,171,14,39,53,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END,High-Volume Loyalist
C716,R2938,T,20250122,1,172,0,29,29,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR,Aware Non-Prescriber
C797,R6295,B,20250227,3,171,19,44,63,John Campbell,"53474 Jeffrey Estates, Seattle, WA, 98101",98101,ID00016,END,High-Volume Loyalist
C727,R4726,N,20250306,3,171,0,0,0,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C240,R7813,T,20250116,1,172,0,30,30,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C195,R8901,T,20250421,3,172,0,16,16,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C752,R6797,T,20250426,3,172,0,23,23,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C752,R6797,T,20250426,3,171,0,0,0,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C829,R1352,N,20250226,3,171,0,0,0,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C458,R6082,B,20250210,1,171,19,34,53,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END,High-Volume Loyalist
C945,R2562,T,20250121,2,173,0,17,17,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C948,R1206,T,20250413,2,173,0,28,28,Eric Becker,"33578 Charles Camp Apt. 263, Seattle, WA, 98101",98101,ID00088,END,Unaware
C526,R6122,N,20250427,2,171,14,0,14,Jeremy Haynes,"4394 Gray Manor, New York, NY, 10001",10001,ID00065,NEP,New Adopter
C328,R3872,N,20250121,3,171,13,0,13,Jodi Griffith,"37360 Beth Coves Apt. 692, Seattle, WA, 98101",98101,ID00048,CAR,New Adopter
C505,R4982,N,20250314,1,171,0,0,0,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C568,R2867,B,20250122,2,171,7,13,20,Colton Ortiz,"002 Jessica Ford Suite 996, New York, NY, 10001",10001,ID00037,END,Low-Volume Prescriber
C294,R9586,T,20250413,2,172,0,26,26,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C920,R1852,T,20250305,2,172,0,24,24,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C323,R7965,B,20250406,3,171,8,18,26,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END,Low-Volume Prescriber
C568,R6180,B,20250115,3,171,20,39,59,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP,High-Volume Loyalist
C588,R4809,T,20250222,1,172,0,26,26,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C852,R9044,B,20250121,2,171,7,14,21,Amanda Thompson,"199 Angela Circles, New York, NY, 10001",10001,ID00035,NEP,Low-Volume Prescriber
C646,R6886,B,20250408,2,171,8,17,25,Tina Wilson,"63359 Blake Center, Philadelphia, PA, 19103",19103,ID00031,NEP,Low-Volume Prescriber
C829,R1352,T,20250226,3,173,0,15,15,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C668,R8081,T,20250401,2,173,0,16,16,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C727,R6218,B,20250317,3,171,6,15,21,Jennifer Rodriguez,"943 Amber Park, Los Angeles, CA, 90001",90001,ID00024,NEP,Low-Volume Prescriber
C490,R2857,T,20250104,3,172,0,14,14,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C894,R4912,T,20250319,2,172,0,19,19,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C797,R2083,B,20250218,3,171,10,20,30,Christopher Gamble,"53267 Kathleen Extension, Chicago, IL, 60601",60601,ID00042,CAR,Low-Volume Prescriber
C971,R9992,T,20250122,3,173,0,19,19,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C843,R8982,T,20250131,1,173,0,15,15,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C971,R5552,T,20250304,1,172,0,26,26,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END,Competitor Loyalist
C923,R2492,T,20250119,2,171,0,0,0,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C131,R3339,B,20250214,3,171,20,35,55,Dr. Cynthia Miller,"725 Mills Forge, Seattle, WA, 98101",98101,ID00020,NEP,High-Volume Loyalist
C180,R8369,B,20250131,1,171,7,20,27,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP,Low-Volume Prescriber
C801,R7208,T,20250316,1,171,0,0,0,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C786,R5374,B,20250119,2,171,15,36,51,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C776,R3444,T,20250405,1,171,0,0,0,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C545,R3141,B,20250108,3,171,9,10,19,Heather Hall,"185 Peterson Unions, Atlanta, GA, 30301",30301,ID00044,CAR,Low-Volume Prescriber
C898,R7544,T,20250119,1,172,0,27,27,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C218,R7622,B,20250110,2,171,14,40,54,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP,High-Volume Loyalist
C724,R4812,N,20250303,1,171,0,0,0,Kevin Vaughan,"66337 Lyons Island, Atlanta, GA, 30301",30301,ID00115,CAR,Managed Care Restricted
C375,R3048,T,20250112,2,173,0,16,16,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C974,R4511,N,20250217,1,171,10,0,10,Dwayne Jones,"111 Vance Passage, Los Angeles, CA, 90001",90001,ID00054,END,New Adopter
C746,R3373,T,20250318,2,173,0,11,11,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C673,R6885,T,20241230,3,171,0,0,0,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C753,R5781,N,20250102,1,171,10,0,10,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR,New Adopter
C780,R7397,T,20250428,1,172,0,20,20,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C258,R7084,T,20250328,3,172,0,23,23,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C110,R1138,T,20250208,3,171,0,0,0,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP,Competitor Loyalist
C876,R6114,N,20250101,3,171,0,0,0,Ashley Leach,"30119 Gina Green Suite 169, Seattle, WA, 98101",98101,ID00121,NEP,Managed Care Restricted
C273,R6729,T,20250407,2,172,0,17,17,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END,Unaware
C377,R8289,T,20250330,2,172,0,25,25,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C108,R9362,T,20250110,3,173,0,26,26,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C885,R7806,B,20250304,2,171,10,18,28,Christopher Gamble,"53267 Kathleen Extension, Chicago, IL, 60601",60601,ID00042,CAR,Low-Volume Prescriber
C614,R2738,T,20250329,1,172,0,23,23,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR,Aware Non-Prescriber
C888,R4985,T,20250216,3,173,0,15,15,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END,Aware Non-Prescriber
C753,R4814,B,20250105,3,171,9,13,22,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C642,R5995,T,20250104,1,172,0,20,20,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C319,R7145,N,20250312,3,171,0,0,0,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR,Unaware
C181,R7917,T,20250127,2,172,0,16,16,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C515,R2140,T,20250121,2,172,0,13,13,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C923,R2492,T,20250119,2,172,0,19,19,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C239,R3580,N,20250211,2,171,13,0,13,Jodi Griffith,"37360 Beth Coves Apt. 692, Seattle, WA, 98101",98101,ID00048,CAR,New Adopter
C129,R1575,T,20250115,3,172,0,27,27,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C873,R1003,T,20250422,3,172,0,16,16,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR,Competitor Loyalist
C725,R5466,T,20250417,2,173,0,30,30,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C284,R9464,T,20250106,1,172,0,25,25,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR,Aware Non-Prescriber
C860,R9715,T,20250204,3,172,0,14,14,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C998,R5025,N,20250414,1,171,0,0,0,Michael Brown,"87331 Julian Center Suite 186, Atlanta, GA, 30301",30301,ID00109,NEP,Managed Care Restricted
C786,R9850,B,20250116,2,171,17,41,58,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C196,R8570,B,20250311,3,171,9,13,22,Michael Campbell,"272 Glass Prairie, Atlanta, GA, 30301",30301,ID00045,END,Low-Volume Prescriber
C777,R6517,B,20250415,3,171,18,31,49,Jon Thomas,"14771 Patrick Ville, Seattle, WA, 98101",98101,ID00018,NEP,High-Volume Loyalist
C747,R8175,T,20250302,1,173,0,21,21,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C777,R7947,B,20250326,1,171,14,44,58,Jillian Hall,"63505 Sheryl Mountains, Seattle, WA, 98101",98101,ID00015,CAR,High-Volume Loyalist
C174,R2153,T,20250112,1,172,0,20,20,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C668,R8081,T,20250401,2,173,0,10,10,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C955,R7319,N,20250219,2,171,12,0,12,Jocelyn Norris,"170 Bonnie Isle Apt. 987, New York, NY, 10001",10001,ID00060,END,New Adopter
C688,R1060,T,20250424,2,172,0,23,23,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C571,R6827,T,20250111,1,173,0,18,18,James Steele,"0564 Katherine Tunnel Apt. 235, Atlanta, GA, 30301",30301,ID00097,END,Unaware
C894,R4912,T,20250319,2,172,0,30,30,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C161,R7520,B,20241231,2,171,6,10,16,Christopher Gamble,"53267 Kathleen Extension, Chicago, IL, 60601",60601,ID00042,CAR,Low-Volume Prescriber
C743,R3480,B,20250224,2,171,10,13,23,Ruth Rodriguez,"72952 Anthony Ways, Houston, TX, 77001",77001,ID00041,CAR,Low-Volume Prescriber
C175,R1878,B,20250113,1,171,16,45,61,Clinton Diaz,"85425 Laura Summit Suite 944, Philadelphia, PA, 19103",19103,ID00009,END,High-Volume Loyalist
C582,R9806,B,20250215,2,171,10,18,28,Erin Simmons,"2413 Donna Village, New York, NY, 10001",10001,ID00028,NEP,Low-Volume Prescriber
C857,R9814,N,20250210,1,171,0,0,0,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR,Unaware
C801,R6313,B,20250202,3,171,18,37,55,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C105,R1116,T,20250220,2,171,0,0,0,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C213,R2577,T,20250322,2,173,0,26,26,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP,Unaware
C629,R5454,N,20250320,1,171,0,0,0,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C598,R1718,T,20250414,2,173,0,10,10,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C412,R4441,T,20250308,3,172,0,27,27,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C549,R1175,T,20250408,1,173,0,16,16,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C828,R3527,B,20250109,2,171,6,16,22,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP,Low-Volume Prescriber
C889,R9039,T,20250305,3,173,0,23,23,Alejandro Gould,"48615 Craig Tunnel, New York, NY, 10001",10001,ID00138,NEP,Competitor Loyalist
C749,R3360,T,20250410,3,172,0,30,30,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C523,R6299,N,20250116,2,171,0,0,0,Patrick Hall,"344 Williams Extension, Houston, TX, 77001",77001,ID00110,END,Managed Care Restricted
C772,R5780,T,20250313,1,172,0,19,19,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END,Competitor Loyalist
C864,R8019,B,20250404,3,171,18,38,56,Stephanie Hawkins,"2393 Oneill Corner, New York, NY, 10001",10001,ID00002,CAR,High-Volume Loyalist
C984,R8801,T,20250324,2,173,0,10,10,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C727,R4726,T,20250306,3,173,0,11,11,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C642,R5995,T,20250104,1,173,0,21,21,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C679,R6971,T,20250328,3,171,0,0,0,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C228,R6194,B,20250407,2,171,9,11,20,Ricky Harris,"082 Sanchez River, Chicago, IL, 60601",60601,ID00021,NEP,Low-Volume Prescriber
C334,R8899,T,20250329,3,172,0,21,21,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C573,R7216,B,20250308,3,171,13,35,48,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C140,R7294,T,20250121,3,171,0,0,0,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C172,R5979,T,20250104,3,173,0,12,12,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C844,R8563,B,20250122,3,171,9,10,19,Amanda Thompson,"199 Angela Circles, New York, NY, 10001",10001,ID00035,NEP,Low-Volume Prescriber
C457,R4624,T,20250308,2,173,0,23,23,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR,Aware Non-Prescriber
C679,R6971,T,20250328,3,172,0,17,17,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C698,R7408,T,20250131,3,172,0,30,30,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR,Competitor Loyalist
C974,R1378,T,20250220,1,172,0,20,20,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C265,R5659,N,20250221,1,171,0,0,0,Pamela Davis,"26187 Lee View, Atlanta, GA, 30301",30301,ID00113,END,Managed Care Restricted
C671,R6690,N,20250128,2,171,0,0,0,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C378,R9199,B,20250114,2,171,14,42,56,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP,High-Volume Loyalist
C549,R1175,T,20250408,1,172,0,16,16,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C419,R6293,T,20250217,3,172,0,17,17,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP,Unaware
C865,R4764,T,20250418,3,171,0,0,0,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C859,R2279,T,20250228,3,172,0,12,12,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C791,R4830,B,20250414,3,171,15,33,48,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C215,R8889,T,20250330,2,172,0,10,10,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C666,R1999,N,20250220,3,171,11,0,11,Kaitlyn Schwartz,"863 Stacy Spurs Suite 299, Atlanta, GA, 30301",30301,ID00051,CAR,New Adopter
C620,R2631,T,20250128,2,172,0,24,24,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C228,R3200,T,20250420,3,173,0,23,23,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C701,R2871,B,20250316,2,171,9,16,25,Colton Ortiz,"002 Jessica Ford Suite 996, New York, NY, 10001",10001,ID00037,END,Low-Volume Prescriber
C719,R6395,N,20250222,2,171,0,0,0,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C890,R5767,T,20250214,2,172,0,25,25,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C200,R8161,B,20250304,3,171,7,10,17,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP,Low-Volume Prescriber
