Client_Number,Report_Number,RX_Type,Data_Date,Category,Product_Group,Bucket01,Bucket24,Bucket25,Prescriber_Name,Prescriber_Address,Prescriber_ZIP,SRA1_IMS_Doctor#,SRA2_Specialty
C586,R3278,T,20250324,1,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END
C112,R5731,T,20250420,2,171,0,0,0,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR
C303,R7302,B,20250328,2,171,17,39,56,John Villa,"71110 Garza Ridge Apt. 137, Los Angeles, CA, 90001",90001,ID00012,NEP
C261,R8202,B,20250206,2,171,5,10,15,Gregory Hughes,"47230 Reynolds Landing Apt. 921, Los Angeles, CA, 90001",90001,ID00022,NEP
C968,R3717,T,20250304,1,172,0,16,16,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR
C841,R4120,B,20250417,2,171,5,18,23,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP
C359,R6024,T,20250121,2,173,0,12,12,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END
C662,R1870,T,20250106,2,173,0,22,22,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP
C526,R2974,T,20250212,2,173,0,24,24,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP
C993,R5348,T,20250129,3,172,0,13,13,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP
C344,R1004,T,20250326,1,172,0,13,13,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR
C843,R8982,T,20250131,1,173,0,15,15,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR
C638,R2862,B,20250201,1,171,12,43,55,Jason Webster,"36796 Ballard Fork Suite 800, Houston, TX, 77001",77001,ID00014,END
C250,R1400,B,20250326,2,171,13,36,49,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END
C174,R7120,N,20250408,1,171,13,0,13,Jodi Griffith,"37360 Beth Coves Apt. 692, Seattle, WA, 98101",98101,ID00048,CAR
C761,R1969,B,20250405,2,171,7,14,21,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP
C753,R5781,N,20250102,1,171,10,0,10,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR
C478,R3873,T,20250324,2,172,0,19,19,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR
C671,R4621,B,20250201,1,171,9,18,27,Holly Johnson,"364 Donald Locks Suite 870, Seattle, WA, 98101",98101,ID00036,NEP
C323,R5408,T,20250228,2,173,0,14,14,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP
C553,R6772,T,20250308,3,173,0,27,27,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR
C447,R1918,T,20250101,1,173,0,21,21,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END
C110,R2615,B,20250405,2,171,8,11,19,Holly Johnson,"364 Donald Locks Suite 870, Seattle, WA, 98101",98101,ID00036,NEP
C746,R5961,B,20250224,1,171,17,44,61,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END
C646,R6886,B,20250408,2,171,8,17,25,Tina Wilson,"63359 Blake Center, Philadelphia, PA, 19103",19103,ID00031,NEP
C905,R4362,B,20250105,2,171,13,34,47,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR
C560,R6483,T,20250228,3,171,0,0,0,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END
C241,R3471,B,20250210,2,171,18,32,50,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END
C885,R3248,B,20241230,1,171,14,36,50,John Campbell,"53474 Jeffrey Estates, Seattle, WA, 98101",98101,ID00016,END
C302,R8993,N,20250301,3,171,0,0,0,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END
C892,R5934,T,20250427,2,173,0,11,11,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C818,R2741,N,20250310,3,171,13,0,13,Cynthia French,"3991 Brennan Underpass, Philadelphia, PA, 19103",19103,ID00062,END
C230,R3639,T,20250101,1,172,0,12,12,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR
C913,R5127,T,20250108,1,172,0,16,16,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR
C397,R2103,T,20250227,3,171,0,0,0,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR
C420,R1950,N,20250302,2,171,10,0,10,Karla Johnson,"53763 Lisa Lake Apt. 638, Houston, TX, 77001",77001,ID00056,NEP
C712,R9908,T,20250425,1,172,0,27,27,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END
C686,R3406,T,20250116,3,173,0,30,30,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR
C356,R1646,T,20250401,1,172,0,25,25,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR
C835,R6640,T,20250426,2,173,0,27,27,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP
C384,R1106,B,20250221,1,171,17,48,65,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR
C177,R3924,B,20250219,3,171,0,0,0,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP
C712,R8851,B,20250410,2,171,5,17,22,Amanda Thompson,"199 Angela Circles, New York, NY, 10001",10001,ID00035,NEP
C107,R9161,T,20250222,3,172,0,12,12,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C430,R7714,N,20250318,2,171,0,0,0,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP
C147,R2689,N,20250210,2,171,0,0,0,Mariah Tyler,"212 James Ports Apt. 357, Seattle, WA, 98101",98101,ID00120,CAR
C165,R8752,T,20250218,1,171,0,0,0,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP
C157,R9537,N,20250427,3,171,0,0,0,Daniel Cooper,"16128 Tracy Burg Apt. 578, Atlanta, GA, 30301",30301,ID00117,CAR
C428,R4285,N,20250321,1,171,0,0,0,Ashley Leach,"30119 Gina Green Suite 169, Seattle, WA, 98101",98101,ID00121,NEP
C663,R6319,N,20250424,2,171,0,0,0,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR
C984,R8801,T,20250324,2,172,0,20,20,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP
C762,R7732,T,20250301,1,171,0,0,0,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR
C695,R8786,T,20241231,1,173,0,30,30,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP
C362,R1804,N,20250329,3,171,0,0,0,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP
C469,R2108,B,20250325,3,171,11,46,57,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END
C252,R5913,B,20250208,3,171,8,16,24,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP
C205,R6626,B,20250304,1,171,10,44,54,Brian Perez,"2053 Nicole Mountains Suite 024, Los Angeles, CA, 90001",90001,ID00017,END
C936,R3276,T,20250110,1,172,0,14,14,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR
C248,R3525,T,20250211,1,171,0,0,0,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR
C533,R4043,B,20250316,1,171,9,16,25,Colton Ortiz,"002 Jessica Ford Suite 996, New York, NY, 10001",10001,ID00037,END
C491,R6883,N,20250130,3,171,8,0,8,Benjamin Tucker,"9040 Smith Causeway, Los Angeles, CA, 90001",90001,ID00047,END
C633,R3001,T,20250404,3,172,0,10,10,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP
C531,R9185,T,20250228,1,172,0,13,13,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END
C206,R8306,T,20250111,3,172,0,18,18,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP
C982,R1542,T,20250122,3,172,0,12,12,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR
C188,R2077,B,20250227,3,171,6,19,25,Ricky Harris,"082 Sanchez River, Chicago, IL, 60601",60601,ID00021,NEP
C681,R8917,T,20250103,1,173,0,30,30,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C610,R4271,T,20250122,3,172,0,10,10,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP
C987,R8496,N,20250328,2,171,0,0,0,Brianna Murray,"194 Maddox Mews, Houston, TX, 77001",77001,ID00108,END
C704,R7912,B,20250326,3,171,18,32,50,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR
C341,R3835,N,20250309,3,171,0,0,0,Tracey Powell,"3589 Timothy Harbor Suite 446, Los Angeles, CA, 90001",90001,ID00125,NEP
C894,R9289,T,20250226,1,173,0,22,22,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END
C377,R8289,T,20250330,2,172,0,23,23,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END
C702,R4193,T,20250402,3,171,0,0,0,Devin Watkins,"915 Alejandro Dam Suite 837, Seattle, WA, 98101",98101,ID00134,CAR
C240,R7270,B,20250112,2,171,7,14,21,Ruth Rodriguez,"72952 Anthony Ways, Houston, TX, 77001",77001,ID00041,CAR
C164,R9830,T,20250209,3,173,0,19,19,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END
C864,R9691,B,20250403,3,171,10,32,42,Jillian Hall,"63505 Sheryl Mountains, Seattle, WA, 98101",98101,ID00015,CAR
C971,R5552,T,20250304,1,172,0,10,10,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END
C173,R9899,N,20250408,2,171,0,0,0,Eric Becker,"33578 Charles Camp Apt. 263, Seattle, WA, 98101",98101,ID00088,END
C674,R1144,B,20250205,1,171,0,0,0,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C525,R9897,T,20250409,3,171,0,0,0,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C996,R2848,B,20250212,1,171,7,13,20,Tina Smith,"0220 Li Corner, Chicago, IL, 60601",60601,ID00029,NEP
C791,R8844,T,20250401,1,173,0,16,16,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR
C919,R6172,T,20250326,3,172,0,21,21,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END
C693,R4817,T,20250118,3,173,0,19,19,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END
C998,R6187,T,20250125,3,172,0,13,13,Timothy Lewis,"60203 Cindy Lock, Atlanta, GA, 30301",30301,ID00126,CAR
C939,R8373,T,20250222,3,172,0,24,24,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP
C865,R2391,B,20250220,3,171,7,17,24,Heather Hall,"185 Peterson Unions, Atlanta, GA, 30301",30301,ID00044,CAR
C741,R9753,N,20250211,2,171,0,0,0,Adam Reed,"091 Hale Junctions Apt. 822, Philadelphia, PA, 19103",19103,ID00118,CAR
C490,R2285,T,20250402,3,172,0,21,21,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP
C243,R1584,T,20250403,1,172,0,17,17,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END
C457,R4624,T,20250308,2,173,0,23,23,Catherine Elliott,"605 Jessica Lodge, Chicago, IL, 60601",60601,ID00066,CAR
C765,R2162,N,20250209,3,171,0,0,0,Alexandra Clark,"7622 Johnson Greens, Houston, TX, 77001",77001,ID00124,END
C354,R7304,T,20250114,3,173,0,29,29,Eric Becker,"33578 Charles Camp Apt. 263, Seattle, WA, 98101",98101,ID00088,END
C848,R8511,B,20250209,3,171,5,11,16,Brian Roberts,"4298 Lowery Garden Suite 160, Los Angeles, CA, 90001",90001,ID00039,CAR
C586,R5441,B,20250128,1,171,10,19,29,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP
C620,R2631,T,20250128,2,172,0,21,21,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR
C989,R5713,N,20250427,1,171,0,0,0,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR
C904,R4629,T,20241230,2,173,0,24,24,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END
C180,R7243,T,20250302,3,172,0,11,11,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END
